page,image_path,ground_truth,prediction,cer,cer_norm,gt_words,pred_words,gt_lemmas,pred_lemmas,gt_word_count,pred_word_count,gt_coverage,pred_coverage,coverage_delta,lost_word_count,gained_word_count,lost_lemmas,gained_lemmas,lost_words,gained_words
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_028/eSc_line_50f4b93a.png,धन्यतेरापुरुषार्थजस्तोमैलेभन्या.तस्तैजंत्राकारले.वौद्धमन्दिरतयारगरीइहाआईस्.अवते,धन्यतेरापुरूषार्थजस्तोमैलेभन्या.तस्तैजंत्राकारले.वौद्धमन्दिरतयारगरीइहाआईस्.अवते,0.0126582281664013,0.0126582281664013,तयार,तयार,तयार,तयार,1,1,0.05063291139240506,0.05063291139240506,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0011_0647/eSc_line_fd7920f6.png,आगेमहाकालीपूर्वमेचीपश्चिमभरपाहाडजगाजगाकाईजारादारतहसील्दार,ओगमहाकालीपूर्वमेचीपश्तिमभयाहाउजगाजगाकाईजागदारतहसील्दार,0.1379310339689254,0.1403508782386779,महाकाली|पश्चिम|पाहाड|जगाजगा|ईजारादार,महाकाली|जगाजगा,महाकाली|पश्चिम|पहाड|जगाजगा|इजारादार,महाकाली|जगाजगा,5,2,0.5614035087719298,0.24074074074074073,0.3206627680311891,3,0,इजारादार|पश्चिम|पहाड,,ईजारादार|पश्चिम|पाहाड,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_027/eSc_line_0ab73ae4.png,गुरूः,गुरूः,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_035/eSc_line_e3d02558.png,७वर्ष४२,७वर्ष४२,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/11/eSc_line_32a9a7e4.png,ज्यादापर्नालेसर्दारहरुगरीवभयातर.अरुप्रजाहरुमिहीनत्,ज्यादापर्नालेसर्दारहरुगरीवभयातर.अरुप्रजाहरुमिहीनत,0.0199999995529651,0.0199999995529651,सर्दारहरु|गरीव|प्रजाहरु|मिहीनत्,सर्दारहरु|गरीव|प्रजाहरु,सर्दार|गरिब|प्रजा|मिहिनेत,सर्दार|गरिब|प्रजा,4,3,0.56,0.42857142857142855,0.1314285714285715,1,0,मिहिनेत,,मिहीनत्,
,data/oldNepali_fullset/oldNepali_100/images/E3345_00000322/eSc_line_acb6e2e3.png,ङ्गीकाजचल्दाभारादारकासाथरहिनगराचलाउनुभन्यामोहरगरिवक्स्यौंआ,ङ्गीकाजचल्दाभारादारकासाथरहिनगराचलाउनुभन्न्यामोहरगरिवक्स्यौंआ,0.0338983051478862,0.0344827584922313,भारादार|नगरा|चलाउनु|मोहर,भारादार|नगरा|चलाउनु|मोहर,भारदार|नगरा|चलाउनु|मोहर,भारदार|नगरा|चलाउनु|मोहर,4,4,0.3620689655172414,0.35,0.012068965517241403,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0001_0367/eSc_line_b01dafff.png,हवचिनगय़ापछिउन्काअसवावलिलामहुदालिलाम्घर्मादेष्याथ्याँ.पैल्हे,हवनिनगय़ापछिउन्काअसवावलिलामहुदालिलाम्घर्मादेष्याथ्या.पैल्हे,0.0327868834137916,0.0333333350718021,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000413_result/eSc_line_eb43fad0.png,स्वस्तिश्रीमन्मेधावद्गुरूपशिक्षितनिर्मलसुमंत्रणकर्मचातुरीप्रवर्द्धितनिजक्षोणीना,स्वस्तिश्रीमन्मेकालड्धरूपशिक्षितनिर्मलसुमंत्रणकर्मचातुरीप्रवर्द्धितनिजक्षोरानि,0.101265825331211,0.101265825331211,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_008/eSc_line_4432cdd7.png,पनि.आफ्नुचिन्ह.तिस्जग्गामा.केहीराषी.तिस्जग्गाकानाम.विक्रमशीलविहारभनिनामराषि.ता,पनि.आफ्नुचिह्र.तिस्जग्गामा.केहीराषी.तिस्जग्गाकानाम.विक्रमशीलविहारभनिनामराषि.ता,0.025000000372529,0.0256410259753465,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/14/eSc_line_6f88b683.png,रहन्यालोकहरूलाई.सुवृष्टिगराउनुपर्छभनि.यस्क्षेत्रमाजत्तिद्रव्यछ.तिसवैतम्रैषुसिभयोभनिवुझा,रहन्यालोकहरूलाई.सुव्ठिगराउनुपर्छभनि.यस्क्षेत्रमाजन्तिद्रव्यछ.तिसवैतम्सिभयोभनिठुझा,0.1022727265954017,0.1034482792019844,रहन्या|गराउनु,रहन्या|गराउनु,रहनु|गराउनु,रहनु|गराउनु,2,2,0.13793103448275862,0.14814814814814814,-0.010217113665389521,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000413_result/eSc_line_9005015c.png,श्रीदुर्गाजीसहाय\,श्रीदुर्गाजीसहाय\,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000201/eSc_line_d7e2ea8f.png,म्चरणारविन्दकाकुशलतालेहाम्रोप्रतिपालभैआयाकोछउप्रान्त,म्चरणारविन्दकाकुशलतालेहाम्रोप्रतिपालभैआयाकोछ.उप्रान्त,0.0188679248094558,0.0192307699471712,कुशलता|प्रतिपाल|आयाको|उप्रान्त,कुशलता|प्रतिपाल|आयाको|उप्रान्त,कुशलता|प्रतिपाल|आउनु|उप्रान्त,कुशलता|प्रतिपाल|आउनु|उप्रान्त,4,4,0.5192307692307693,0.5094339622641509,0.009796806966618332,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_024/eSc_line_23feb0d3.png,सायाकोहो.मपनिजलशयनवुढानीलकण्ठकाशरणमाजाउंभनिगै.विन्तिगर्दाभयार.श्रीभगवा,सायाकोहो.मपनिजलशयनवुढानीलकण्ठकाशरणमाजाउंभनिगै.विन्तिगर्दाभयार.श्रीभगवा,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/13/eSc_line_95340597.png,नंचलप्स्यसि॥योगिनांतथ्यमेवेति.वचःकृत्वागृहंययौ॥६॥संमंत्रासहभूपोसौ.वुद्धिक्षेमेनमंत्रिणा॥अभिषेकं,नंचलप्यसि॥योगिनांतथ्यमेवेति.वचकृत्वागृहंययौ॥६॥संमंत्रासहभूमोसौ.वुद्धिक्षेमेनमंत्रिण॥अभिषेक,0.0721649453043937,0.0631578937172889,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/16/eSc_line_8e0e2f6f.png,पानि,पनि,0.25,0.25,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0333/eSc_line_ceb0d61c.png,घड्यारिस्मेत्विर्त्तागरिवक्स्याकोमोहरताम्वापत्रगरिवक्स्यौं.पाटनकाअंवलमध्येमनोहरा.म,घड्यारिस्मेत्विर्त्तागरिवक्स्याकोमोहरताम्वापत्रगरिवक्स्यौं.पाटनकाअंवलमध्येमनोहराम,0.0243902429938316,0.0121951214969158,घड्यारि|वक्स्याको|मोहर|ताम्वापत्र|पाटन|अंवल,घड्यारि|वक्स्याको|मोहर|ताम्वापत्र|पाटन|अंवल,घडेरी|बक्सनु|मोहर|ताम्रपत्र|पाटन|अम्बल,घडेरी|बक्सनु|मोहर|ताम्रपत्र|पाटन|अम्बल,6,6,0.4634146341463415,0.4691358024691358,-0.00572116832279429,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_036/eSc_line_12f195fa.png,२पालराजालाईजिती.नेपालमाराजाभया.राजाहरू,२पालराजालाईजिती.नेपालमाराजाभया.राजाहरू,0.0,0.0,नेपाल|राजाहरू,नेपाल|राजाहरू,नेपाल|राजा,नेपाल|राजा,2,2,0.3157894736842105,0.3157894736842105,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_005/eSc_line_1ebe3bd9.png,छन्भनि.साछिलेवकाउदा.कामधेनुले.मुखवाटभन्याहोभनिदिया.पुछारवाटभन्या.होइन२भनिसंकेतवता,छन्भनिसाछिलेवकाउदा.कामधेनुले.पुखवाटभन्याहोमनिदिया.पुद्धारवाटभन्या.होईन२भनिसकेतवता,0.1097560971975326,0.0987654328346252,होइन,होईन,हुनु,हुनु,1,1,0.04938271604938271,0.04938271604938271,0.0,1,1,,,होइन,होईन
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0472/eSc_line_d74884fa.png,आगे१लाईसम्वत्१८६३सालमितिकार्तिकशुदि१२रोज७कादिन२कावाहुलिवाटचतुरमासाकापुरा,आगे१लाईसम्वत्१८६३सालमितिकार्तिकशुदि१२रोज७कादिन२कावाहुलिवाटचतरमासाकापरा,0.0263157896697521,0.0277777779847383,सम्वत्|कार्तिक,सम्वत्|कार्तिक,संवत्|कार्त्तिक,संवत्|कार्त्तिक,2,2,0.18055555555555555,0.18571428571428572,-0.005158730158730168,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000293_result/eSc_line_8400d72d.png,की।,की।,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000552/eSc_line_4e382d90.png,माकस्तोठहर्छभनिरुक्काकोमसौदापठाइवक्सनुभयाकोचाहिंमाभन्यादोहरोउर्दीदि,माकस्तोठहछभनिरुक्काकोमसौदापठाइवक्सनुभयाकोचाहिंमाभन्यादोहरोउर्दीदि,0.0298507455736398,0.0298507455736398,ठहर्छ|पठाइ|वक्सनु|भयाको|दोहरो,पठाइ|वक्सनु|भयाको|दोहरो,ठहर्नु|पठाउनु|बक्सनु|हुनु|दोहोरो,पठाउनु|बक्सनु|हुनु|दोहोरो,5,4,0.373134328358209,0.3076923076923077,0.06544202066590127,1,0,ठहर्नु,,ठहर्छ,
,data/oldNepali_fullset/oldNepali/images/DNA_0014_0296/eSc_line_743871e2.png,स्वस्तिश्रीगिरिराजचक्रचुडामणिनरनारायणेत्यादिविविधविरुदाव,स्वस्तिश्रीगिरिराजचवडाडारनारायणेत्यादिविविधावरुदाव,0.1964285671710968,0.1964285671710968,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000051_result/eSc_line_ee2258c3.png,मिदम्.ईतनिकतांहांचरणछेमकुसलभय़ाहाम्रोउद्धारप्रतिपा,मिदम्.ईतनिकतांहांचरणछेमकुसलभय़ाहाम्रोउद्धारप्रतिपा,0.0,0.0,चरण|छेमकुसल|उद्धार,चरण|छेमकुसल|उद्धार,चरण|क्षेमकुशल|उद्धार,चरण|क्षेमकुशल|उद्धार,3,3,0.32,0.32,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000264_result/eSc_line_60bb77d4.png,अर्जि,अर्जि,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000293_result/eSc_line_9743e022.png,स्वस्तिश्रीगिरिराजचक्रचूडामणिनरनारायणेत्यादिविविधविरूदावलीविराज,स्वस्तिश्रीगिरिराजचक्रचूडामणिनरनारायणेत्यादिविविधविरुदावलीविराज,0.0158730167895555,0.0158730167895555,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_030/eSc_line_96917c14.png,वोधिसत्वलेआफ्नाअंशराषीगयाकोहो.तसर्थलोकलाईआनन्ददिनामामूललोकेश्वरैहुन्.भनिय,वोधिसत्वलेआफ्नाअंशराषीगयाकोहो.तसर्थ.लोकलाईआनन्ददिनामामूललोकेश्वरैहुन्.भनिय,0.0136986300349235,0.0136986300349235,गयाको|तसर्थ|आनन्द,गयाको|तसर्थ|आनन्द,जानु|तसर्थ|आनन्द,जानु|तसर्थ|आनन्द,3,3,0.2054794520547945,0.20270270270270271,0.002776749352091795,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/17/eSc_line_bd8c365d.png,अतिलोभले.इन्द्रकाधनपाउनइछागरि.१२वर्षसम्मवाग्मतीकातीरमावसी.पंचाग्नितापस,अतिलोभले.इन्द्रकाधनपाउनइछागरि.१२वर्षसम्मवाग्मतीकातीरमावसी.पंचाग्नितापस,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_038/eSc_line_19909c0a.png,र्थजात्रागर्ननिमित्त.नेपालआईपुक्दा.क्रमैसिततीर्थस्नानगरी.श्रीस्वयंभूश्रीगुह्येश्वरीकादर्शनगरी,र्थजात्रागर्ननिमित्त.नेपालआईपुक्दा.क्रमैसिततीर्थस्नानगरी.श्रीस्वयंभूश्रीगुह्येश्वरीकादर्शनगरी,0.010638297535479,0.0,निमित्त|नेपाल|दर्शन,निमित्त|नेपाल|दर्शन,निमित्त|नेपाल|दर्शन,निमित्त|नेपाल|दर्शन,3,3,0.1827956989247312,0.1827956989247312,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000126_result/eSc_line_e9090325.png,सव्वडाधूमधाम्सगमटकलप्साहेवलाईदिन्याकामगर्या.गोघाराकोत,सव्वडाधूमधाम्सगमटकलप्साहेवलाईदिन्याकामगर्या.गोघाराकोत,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_003/eSc_line_f7956e6f.png,माथीपुगीताहावसी.आफुसंगआयाकालोकहरूकन.ज्योतीरूपस्वयंभूर.गुह्येश्वरीकामाहात्म्यवताई,माथीपुगीताहावसी.आफुसंगआयाकालोकहरूकन.ज्योतीरूपस्वयंभूर.गुह्येश्वरीकामाहात्म्यवताई,0.0,0.0,आयाका,आयाका,आउनु,आउनु,1,1,0.0625,0.0625,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_001/eSc_line_6f0e4920.png,औ.चैत्यविंवस्थापनागर्न्यालेभया.औ.श्रद्धाहुन्यालेभयाअहोरात्रव्रतगर्छं,औ.चैत्यविंवश्थाघनागर्न्यालेभया.अौ.अद्धादन्त्यःकेभयाअद्रोराजंनगर्छ,0.3529411852359772,0.3382352888584137,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000671/eSc_line_20c47079.png,हेछ:ईन्लाईक्याजवापदिन्याहोजोआग्यासोसहि.:ईक्याडवल,हेछ:ईन्लाईक्याजवापदिन्याहोजोआग्गासोसहि.ईक्माउवल,0.0816326513886451,0.0833333358168602,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000551/eSc_line_5118c56d.png,गर्नुभन्यादोहराडाँकुकालिन्दिन्कावेव़राकारुक्काकोकुराअघितँलाइपनीलेषिग,गर्नुभन्न्यादोहराडाँकुकालिन्दिन्कावेव़राकारुक्काकोकुराअघितैलाइपनीलेषिग्,0.0714285746216774,0.0588235296308994,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_026/eSc_line_08c362a9.png,पाई.रात्रीकाविषये.धेरैकपराफिजि.नित्यनित्य.निचोरिपानीलीईठूपारि१२वर्षलाईकन.तेहीवौद्धमं,पाई.रात्रीकाविषये.धेरैकपराफिजि.नित्यनित्य.निचोरिपानीलीइट्टपारि१२वर्षलाईकन.तेहीवौद्धम,0.0595238097012043,0.0595238097012043,कपरा,कपरा,कपड़ा,कपड़ा,1,1,0.047619047619047616,0.047619047619047616,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_009/eSc_line_89b91ca0.png,मा.सार्थवाहसुतीरहदा.उस्काघरजाई.वत्तीवालीराष्याकावत्तीमापसी.आर्यावलोकितेश्वरले.आफ्नासरूपदेषाई.आज्ञाग,मा.सार्थवाहसुतीरहदा.उस्काघरजाई.वत्तीवानीराष्याकावत्तीमापसी.आर्यावलोकितेश्वरले.आफ्नासरूपदेषाईआज्ञाग,0.0202020201832056,0.0202020201832056,रहदा|राष्याका|देषाई,रहदा|राष्याका|देषाई,रहनु|राख्नु|देखाउनु,रहनु|राख्नु|देखाउनु,3,3,0.1717171717171717,0.17346938775510204,-0.0017522160379303264,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000161_result/eSc_line_1d88292a.png,श्री५सर्कार,श्री५सर्कार,0.0,0.0,सर्कार,सर्कार,सर्कार,सर्कार,1,1,0.5454545454545454,0.5454545454545454,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/12/eSc_line_02e3ca78.png,पालामा.टेपुर.फराँसीस्अंगरेजहरुलेजित्याइनैकापाला,पालामा.टेपुर.फरासीस्अंगरेजहरुलेजित्याइनैकापाला,0.020833333954215,0.0212765950709581,अंगरेज,अंगरेज,अङ्ग्रेज,अङ्ग्रेज,1,1,0.1276595744680851,0.13043478260869565,-0.002775208140610552,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 3_00000158/eSc_line_d00325b1.png,सेबहोतपर्वर्शकाउम्मैदवारहै।जोकारखिजममेरे,सेबहोतपर्वर्शकाउम्मैदवारहै।जोकारखिजममेरे,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0014_0135/eSc_line_307933c8.png,जेन्द्रविक्रमसाहवहादुरसमसेरजङ्गदेवानांसदासमरविजयिनाम्,जेत्रविक्रमसाहवहादुसमसेरजङ्गदेवानांसदासमरविजषिनाम्,0.1111111119389534,0.0943396240472793,साहव,साहव,साहेब,साहेब,1,1,0.07547169811320754,0.08,-0.004528301886792457,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0001_0167/eSc_line_fa6f2d19.png,श्रीदुर्गाज्यू,श्रीदुर्गाज्यू,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_027/eSc_line_cb87e97e.png,२७,२७,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000551/eSc_line_0b4d3e88.png,हिसुदि३रोज३कादिंनआइपुग्योहरफ्हरफ्पढिअर्थविस्तारसिरचर्हाञाउप्रान्तःहा,हिसुदि३रोज३कादिनआइपुग्योहरफहरफ्पढिअथविस्तारसिरचह्राञाउप्रान्त:हा,0.1388888955116272,0.1029411777853965,विस्तार,हरफ|विस्तार|उप्रान्त,बिस्तार,हरफ|बिस्तार|उप्रान्त,1,3,0.10294117647058823,0.28125,-0.17830882352941177,0,2,,उप्रान्त|हरफ,,उप्रान्त|हरफ
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000490/eSc_line_bec390ea.png,उप्रान्त,उप्रान्त,0.0,0.0,उप्रान्त,उप्रान्त,उप्रान्त,उप्रान्त,1,1,1.0,1.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000394_result/eSc_line_8c3a1483.png,वुरुग्साहेवलेसपुर्दगर्याभन्न्यासुनिय़ोथ्यो.सोअषवारलेप,वुरुग्साहेवलेसपुर्दगर्याभन्न्यासुनियोथ्यो.सोअषवारलेप,0.0181818176060915,0.0188679248094558,सपुर्द|अषवार,सपुर्द|अषवार,सपुर्द|अखबार,सपुर्द|अखबार,2,2,0.20754716981132076,0.21153846153846154,-0.003991291727140772,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/11/eSc_line_519b0d3a.png,फेरीनयावन्यो॥॥इंन्काभाइदोश्राजम्स्॥॥इन्कापाला,फरीनयावन्यो॥॥इन्काभाइदोश्राजम्स्॥॥इन्कापाला,0.0425531901419162,0.0444444455206394,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0012_0007/eSc_line_e7ce9286.png,र्न्याहोतापनी.आफ्नाज्यूताभरमहन्त्याञीचलाउनुअरुचेलानतुल्याउ,र्न्याहोतापनी.आफ्नाज्यूताभरमहन्त्याञीचलाउनुअरुचेलानतुल्याउ,0.0172413792461156,0.0,तापनी|चलाउनु,तापनी|चलाउनु,तापनि|चलाउनु,तापनि|चलाउनु,2,2,0.1896551724137931,0.1896551724137931,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_1_00000137/eSc_line_2a544dd6.png,सवैलेआचर्यमान्याऐतिकोदौलथदियारछोरिलाई.नाल्किमाचह्र,सवैलेआचर्यनान्याऐतिकोदौलथदियारछोरिलाई.नालकिमाचहु,0.0980392172932624,0.0799999982118606,दौलथ,दौलथ,दौलत,दौलत,1,1,0.08,0.08333333333333333,-0.003333333333333327,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000161_result/eSc_line_bf676ee7.png,श्री५माहिलावडामहारनी,श्रीदपाहिलावडामदारानी,0.2000000029802322,0.2000000029802322,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000356/eSc_line_36727847.png,उप्रान्त.सल्ल्यानकादसैकोप्रसादअघिचर्हाईपठाय़ाकोपु,उप्रान्त.सल्ल्यानकादसैकोप्रसादअघिचर्हाईपठाय़ाकोपु,0.0,0.0,उप्रान्त|सल्ल्यान|प्रसाद|चर्हाई,उप्रान्त|सल्ल्यान|प्रसाद|चर्हाई,उप्रान्त|सल्लयान|प्रसाद|चढाउनु,उप्रान्त|सल्लयान|प्रसाद|चढाउनु,4,4,0.5714285714285714,0.5714285714285714,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000395_result/eSc_line_094af442.png,ल्छ.भन्न्याकुरासुनाय़ा.भन्न्यासुनिय़ो.दिनन्.ञाँहाँकाव,ल्छ.भन्न्याकुरासुनाय़ा.भन्न्यासुनिय़ो.दिनन्.ञाँहाँकाव,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
