page,image_path,ground_truth,prediction,cer,cer_norm,gt_words,pred_words,gt_lemmas,pred_lemmas,gt_word_count,pred_word_count,gt_coverage,pred_coverage,coverage_delta,lost_word_count,gained_word_count,lost_lemmas,gained_lemmas,lost_words,gained_words,gt_spans,pred_spans,dict_matches_gt,dict_matches_pred,dict_coverage_gt,dict_coverage_pred,gt_unmatched_text,pred_unmatched_text
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_028/eSc_line_50f4b93a.png,धन्यतेरापुरुषार्थजस्तोमैलेभन्या.तस्तैजंत्राकारले.वौद्धमन्दिरतयारगरीइहाआईस्.अवते,धन्यतेरापुरूषार्थजस्तोमैलेभन्या.तस्तैजंत्राकारले.वौद्धमन्दिरतयारगरीइहाआईस्.अवते,0.0126582281664013,0.0126582281664013,तयार,तयार,तयार,तयार,1,1,0.050632911392405,0.050632911392405,0.0,0,0,,,,,60-64,60-64,पुरुषार्थ|मन्दिर,मन्दिर,0.189873417721519,0.0759493670886076,धन्यतेरा--जस्तोमैलेभन्या.तस्तैजंत्राकारले.वौद्ध----गरीइहाआईस्.अवते,धन्यतेरापुरूषार्थजस्तोमैलेभन्या.तस्तैजंत्राकारले.वौद्ध----गरीइहाआईस्.अवते
,data/oldNepali_fullset/oldNepali/images/DNA_0011_0647/eSc_line_fd7920f6.png,आगेमहाकालीपूर्वमेचीपश्चिमभरपाहाडजगाजगाकाईजारादारतहसील्दार,ओगमहाकालीपूर्वमेचीपश्तिमभयाहाउजगाजगाकाईजागदारतहसील्दार,0.1379310339689254,0.1403508782386779,महाकाली|पश्चिम|पाहाड|जगाजगा|ईजारादार,महाकाली|जगाजगा,महाकाली|पश्चिम|पहाड|जगाजगा|इजारादार,महाकाली|जगाजगा,5,2,0.5614035087719298,0.2407407407407407,0.3206627680311891,3,0,इजारादार|पश्चिम|पहाड,,ईजारादार|पश्चिम|पाहाड,,3-10|19-25|27-32|32-38|40-48,2-9|30-36,,,0.0,0.0,आगे--पूर्वमेची--भर----का--तहसील्दार,ओग--पूर्वमेचीपश्तिमभयाहाउ--काईजागदारतहसील्दार
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_027/eSc_line_0ab73ae4.png,गुरूः,गुरूः,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,गुरूः,गुरूः
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_035/eSc_line_e3d02558.png,७वर्ष४२,७वर्ष४२,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,७वर्ष४२,७वर्ष४२
,data/oldNepali_fullset/oldNepali_100/images/11/eSc_line_32a9a7e4.png,ज्यादापर्नालेसर्दारहरुगरीवभयातर.अरुप्रजाहरुमिहीनत्,ज्यादापर्नालेसर्दारहरुगरीवभयातर.अरुप्रजाहरुमिहीनत,0.0199999995529651,0.0199999995529651,सर्दारहरु|गरीव|प्रजाहरु|मिहीनत्,सर्दारहरु|गरीव|प्रजाहरु,सर्दार|गरिब|प्रजा|मिहिनेत,सर्दार|गरिब|प्रजा,4,3,0.56,0.4285714285714285,0.1314285714285715,1,0,मिहिनेत,,मिहीनत्,,13-22|22-26|35-43|43-50,13-22|22-26|35-43,,,0.0,0.0,ज्यादापर्नाले----भयातर.अरु----,ज्यादापर्नाले----भयातर.अरु--मिहीनत
,data/oldNepali_fullset/oldNepali_100/images/E3345_00000322/eSc_line_acb6e2e3.png,ङ्गीकाजचल्दाभारादारकासाथरहिनगराचलाउनुभन्यामोहरगरिवक्स्यौंआ,ङ्गीकाजचल्दाभारादारकासाथरहिनगराचलाउनुभन्न्यामोहरगरिवक्स्यौंआ,0.0338983051478862,0.0344827584922313,भारादार|नगरा|चलाउनु|मोहर,भारादार|नगरा|चलाउनु|मोहर,भारदार|नगरा|चलाउनु|मोहर,भारदार|नगरा|चलाउनु|मोहर,4,4,0.3620689655172414,0.35,0.0120689655172414,0,0,,,,,12-19|27-31|31-37|42-46,12-19|27-31|31-37|44-48,,,0.0,0.0,ङ्गीकाजचल्दा--कासाथरहि----भन्या--गरिवक्स्यौंआ,ङ्गीकाजचल्दा--कासाथरहि----भन्न्या--गरिवक्स्यौंआ
,data/oldNepali_fullset/oldNepali/images/DNA_0001_0367/eSc_line_b01dafff.png,हवचिनगय़ापछिउन्काअसवावलिलामहुदालिलाम्घर्मादेष्याथ्याँ.पैल्हे,हवनिनगय़ापछिउन्काअसवावलिलामहुदालिलाम्घर्मादेष्याथ्या.पैल्हे,0.0327868834137916,0.0333333350718021,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,पछिउ|लिलाम,पछिउ|लिलाम,0.15,0.1525423728813559,हवचिनगय़ा--न्काअसवाव--हुदा--्घर्मादेष्याथ्याँ.पैल्हे,हवनिनगय़ा--न्काअसवाव--हुदा--्घर्मादेष्याथ्या.पैल्हे
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000413_result/eSc_line_eb43fad0.png,स्वस्तिश्रीमन्मेधावद्गुरूपशिक्षितनिर्मलसुमंत्रणकर्मचातुरीप्रवर्द्धितनिजक्षोणीना,स्वस्तिश्रीमन्मेकालड्धरूपशिक्षितनिर्मलसुमंत्रणकर्मचातुरीप्रवर्द्धितनिजक्षोरानि,0.101265825331211,0.101265825331211,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,स्वस्तिश्री|शिक्षित|निर्मल|चातुरी,स्वस्तिश्री|शिक्षित|निर्मल|चातुरी,0.379746835443038,0.3846153846153846,--मन्मेधावद्गुरूप----सुमंत्रणकर्म--प्रवर्द्धितनिजक्षोणीना,--मन्मेकालड्धरूप----सुमंत्रणकर्म--प्रवर्द्धितनिजक्षोरानि
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_008/eSc_line_4432cdd7.png,पनि.आफ्नुचिन्ह.तिस् जग्गामा.केहीराषी.तिस् जग्गाकानाम.विक्रमशीलविहारभनिनामराषि.ता,पनि.आफ्नुचिह्र.तिस् जग्गामा.केहीराषी.तिस् जग्गाकानाम.विक्रमशीलविहारभनिनामराषि.ता,0.025000000372529,0.025000000372529,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,विक्रम|विहार,विक्रम|विहार,0.1375,0.1375,पनि.आफ्नुचिन्ह.तिस् जग्गामा.केहीराषी.तिस् जग्गाकानाम.--शील--भनिनामराषि.ता,पनि.आफ्नुचिह्र.तिस् जग्गामा.केहीराषी.तिस् जग्गाकानाम.--शील--भनिनामराषि.ता
,data/oldNepali_fullset/oldNepali/images/14/eSc_line_6f88b683.png,रहन्यालोकहरूलाई.सुवृष्टिगराउनुपर्छभनि.यस् क्षेत्रमाजत्तिद्रव्यछ.तिसवैतम्रैषुसिभयोभनिवुझा,रहन्यालोकहरूलाई.सुव्ठिगराउनुपर्छभनि.यस् क्षेत्रमाजन्तिद्रव्यछ.तिसवैतम्सिभयोभनिठुझा,0.1022727265954017,0.1022727265954017,रहन्या|गराउनु,रहन्या|गराउनु,रहनु|गराउनु,रहनु|गराउनु,2,2,0.1363636363636363,0.1463414634146341,-0.0099778270509977,0,0,,,,,0-6|24-30,0-6|22-28,,,0.0,0.0,--लोकहरूलाई.सुवृष्टि--पर्छभनि.यस् क्षेत्रमाजत्तिद्रव्यछ.तिसवैतम्रैषुसिभयोभनिवुझा,--लोकहरूलाई.सुव्ठि--पर्छभनि.यस् क्षेत्रमाजन्तिद्रव्यछ.तिसवैतम्सिभयोभनिठुझा
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000413_result/eSc_line_9005015c.png,श्रीदुर्गाजीसहाय\,श्रीदुर्गाजीसहाय\,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,सहाय,सहाय,0.2352941176470588,0.2352941176470588,श्रीदुर्गाजी--\,श्रीदुर्गाजी--\
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000201/eSc_line_d7e2ea8f.png,म्चरणारविन्दकाकुशलतालेहाम्रोप्रतिपालभैआयाकोछउप्रान्त,म्चरणारविन्दकाकुशलतालेहाम्रोप्रतिपालभैआयाकोछ.उप्रान्त,0.0188679248094558,0.0192307699471712,कुशलता|प्रतिपाल|आयाको|उप्रान्त,कुशलता|प्रतिपाल|आयाको|उप्रान्त,कुशलता|प्रतिपाल|आउनु|उप्रान्त,कुशलता|प्रतिपाल|आउनु|उप्रान्त,4,4,0.5192307692307693,0.5094339622641509,0.0097968069666183,0,0,,,,,14-20|28-36|38-43|44-52,14-20|28-36|38-43|45-53,,,0.0,0.0,म्चरणारविन्दका--लेहाम्रो--भै--छ--,म्चरणारविन्दका--लेहाम्रो--भै--छ.--
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_024/eSc_line_23feb0d3.png,सायाकोहो.मपनिजलशयनवुढानीलकण्ठकाशरणमाजाउंभनिगै.विन्तिगर्दाभयार.श्रीभगवा,सायाकोहो.मपनिजलशयनवुढानीलकण्ठकाशरणमाजाउंभनिगै.विन्तिगर्दाभयार.श्रीभगवा,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,निजल|शयन|नीलकण्ठ|शरण|भगवा,निजल|शयन|नीलकण्ठ|शरण|भगवा,0.3,0.3,सायाकोहो.मप----वुढा--का--माजाउंभनिगै.विन्तिगर्दाभयार.श्री--,सायाकोहो.मप----वुढा--का--माजाउंभनिगै.विन्तिगर्दाभयार.श्री--
,data/oldNepali_fullset/oldNepali/images/13/eSc_line_95340597.png,नंचलप्स्यसि॥योगिनांतथ्यमेवेति.वचःकृत्वागृहंययौ॥ ६ ॥संमंत्रासहभूपोसौ.वुद्धिक्षेमेनमंत्रिणा॥अभिषेकं,नंचलप्यसि॥योगिनांतथ्यमेवेति.वचकृत्वागृहंययौ॥६ ॥संमंत्रासहभूमोसौ.वुद्धिक्षेमेनमंत्रिण॥अभिषेक,0.0721649453043937,0.0721649453043937,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,अभिषेक,0.0,0.0659340659340659,नंचलप्स्यसि॥योगिनांतथ्यमेवेति.वचःकृत्वागृहंययौ॥ ६ ॥संमंत्रासहभूपोसौ.वुद्धिक्षेमेनमंत्रिणा॥अभिषेकं,नंचलप्यसि॥योगिनांतथ्यमेवेति.वचकृत्वागृहंययौ॥६ ॥संमंत्रासहभूमोसौ.वुद्धिक्षेमेनमंत्रिण॥--
,data/oldNepali_fullset/oldNepali/images/16/eSc_line_8e0e2f6f.png,पानि,पनि,0.25,0.25,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,पानि,पनि
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0333/eSc_line_ceb0d61c.png,घड्यारिस्मेत्विर्त्तागरिवक्स्याकोमोहरताम्वापत्रगरिवक्स्यौं.पाटनकाअंवलमध्येमनोहरा.म,घड्यारिस्मेत्विर्त्तागरिवक्स्याकोमोहरताम्वापत्रगरिवक्स्यौं.पाटनकाअंवलमध्येमनोहराम,0.0243902429938316,0.0121951214969158,घड्यारि|वक्स्याको|मोहर|ताम्वापत्र|पाटन|अंवल,घड्यारि|वक्स्याको|मोहर|ताम्वापत्र|पाटन|अंवल,घडेरी|बक्सनु|मोहर|ताम्रपत्र|पाटन|अम्बल,घडेरी|बक्सनु|मोहर|ताम्रपत्र|पाटन|अम्बल,6,6,0.4634146341463415,0.4691358024691358,-0.0057211683227942,0,0,,,,,0-7|24-33|33-37|37-47|59-63|65-69,0-7|24-33|33-37|37-47|59-63|65-69,मनोहरा,मनोहरा,0.073170731707317,0.074074074074074,--स्मेत्विर्त्तागरि------गरिवक्स्यौं.--का--मध्ये--.म,--स्मेत्विर्त्तागरि------गरिवक्स्यौं.--का--मध्ये--म
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_036/eSc_line_12f195fa.png,२ पालराजालाईजिती.नेपालमाराजाभया.राजाहरू,२ पालराजालाईजिती.नेपालमाराजाभया.राजाहरू,0.0,0.0,नेपाल|राजाहरू,नेपाल|राजाहरू,नेपाल|राजा,नेपाल|राजा,2,2,0.3076923076923077,0.3076923076923077,0.0,0,0,,,,,17-22|32-39,17-22|32-39,,,0.0,0.0,२ पालराजालाईजिती.--माराजाभया.--,२ पालराजालाईजिती.--माराजाभया.--
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_005/eSc_line_1ebe3bd9.png,छन् भनि.साछिलेवकाउदा.कामधेनुले.मुखवाटभन्याहोभनिदिया.पुछारवाटभन्या.होइन२भनिसंकेतवता,छन् भनिसाछिलेवकाउदा.कामधेनुले.पुखवाटभन्याहोमनिदिया.पुद्धारवाटभन्या.होईन २भनिसकेतवता,0.1097560971975326,0.1097560971975326,होइन,होईन,हुनु,हुनु,1,1,0.048780487804878,0.0481927710843373,0.0005877167205406,1,1,,,होइन,होईन,66-70,67-71,कामधेनु|पुछार,कामधेनु,0.1463414634146341,0.0843373493975903,छन् भनि.साछिलेवकाउदा.--ले.मुखवाटभन्याहोभनिदिया.--वाटभन्या.--२भनिसंकेतवता,छन् भनिसाछिलेवकाउदा.--ले.पुखवाटभन्याहोमनिदिया.पुद्धारवाटभन्या.-- २भनिसकेतवता
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0472/eSc_line_d74884fa.png,आगे १ लाईसम्वत्१८६३सालमितिकार्तिकशुदि१२रोज७कादिन २ कावाहुलिवाटचतुरमासाकापुरा,आगे १ लाईसम्वत्१८६३सालमितिकार्तिकशुदि१२रोज७कादिन २ कावाहुलिवाटचतरमासाकापरा,0.0263157896697521,0.0263157896697521,सम्वत्|कार्तिक,सम्वत्|कार्तिक,संवत्|कार्त्तिक,संवत्|कार्त्तिक,2,2,0.1710526315789473,0.1756756756756756,-0.0046230440967283,0,0,,,,,9-15|26-33,9-15|26-33,चतुर,,0.0526315789473684,0.0,आगे १ लाई--१८६३सालमिति--शुदि१२रोज७कादिन २ कावाहुलिवाट--मासाकापुरा,आगे १ लाई--१८६३सालमिति--शुदि१२रोज७कादिन २ कावाहुलिवाटचतरमासाकापरा
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000293_result/eSc_line_8400d72d.png,की।,की।,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,की।,की।
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000552/eSc_line_4e382d90.png,माकस्तोठहर्छभनिरुक्काकोमसौदापठाइवक्सनुभयाकोचाहिंमाभन्यादोहरोउर्दीदि,माकस्तोठहछभनिरुक्काकोमसौदापठाइवक्सनुभयाकोचाहिंमाभन्यादोहरोउर्दीदि,0.0298507455736398,0.0298507455736398,ठहर्छ|पठाइ|वक्सनु|भयाको|दोहरो,पठाइ|वक्सनु|भयाको|दोहरो,ठहर्नु|पठाउनु|बक्सनु|हुनु|दोहोरो,पठाउनु|बक्सनु|हुनु|दोहोरो,5,4,0.373134328358209,0.3076923076923077,0.0654420206659012,1,0,ठहर्नु,,ठहर्छ,,7-12|28-32|32-38|38-43|55-60,26-30|30-36|36-41|53-58,मसौदा,मसौदा,0.0746268656716417,0.0769230769230769,माकस्तो--भनिरुक्काको--------चाहिंमाभन्या--उर्दीदि,माकस्तोठहछभनिरुक्काको--------चाहिंमाभन्या--उर्दीदि
,data/oldNepali_fullset/oldNepali/images/DNA_0014_0296/eSc_line_743871e2.png,स्वस्तिश्रीगिरिराजचक्रचुडामणिनरनारायणेत्यादिविविधविरुदाव,स्वस्तिश्रीगिरिराजचवडाडारनारायणेत्यादिविविधावरुदाव,0.1964285671710968,0.1964285671710968,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,स्वस्तिश्री|गिरिराज|विविध,स्वस्तिश्री|गिरिराज,0.4107142857142857,0.36,----चक्रचुडामणिनरनारायणेत्यादि--विरुदाव,----चवडाडारनारायणेत्यादिविविधावरुदाव
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000051_result/eSc_line_ee2258c3.png,मिदम्.ईतनिकतांहांचरणछेमकुसलभय़ाहाम्रोउद्धारप्रतिपा,मिदम्.ईतनिकतांहांचरणछेमकुसलभय़ाहाम्रोउद्धारप्रतिपा,0.0,0.0,चरण|छेमकुसल|उद्धार,चरण|छेमकुसल|उद्धार,चरण|क्षेमकुशल|उद्धार,चरण|क्षेमकुशल|उद्धार,3,3,0.32,0.32,0.0,0,0,,,,,17-20|20-27|37-43,17-20|20-27|37-43,,,0.0,0.0,मिदम्.ईतनिकतांहां----भय़ाहाम्रो--प्रतिपा,मिदम्.ईतनिकतांहां----भय़ाहाम्रो--प्रतिपा
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000264_result/eSc_line_60bb77d4.png,अर्जि,अर्जि,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,अर्जि,अर्जि
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000293_result/eSc_line_9743e022.png,स्वस्तिश्रीगिरिराजचक्रचूडामणिनरनारायणेत्यादिविविधविरूदावलीविराज,स्वस्तिश्रीगिरिराजचक्रचूडामणिनरनारायणेत्यादिविविधविरुदावलीविराज,0.0158730167895555,0.0158730167895555,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,स्वस्तिश्री|गिरिराज|चूडामणि|विविध,स्वस्तिश्री|गिरिराज|चूडामणि|विविध|विरुदावली,0.4761904761904761,0.6190476190476191,----चक्र--नरनारायणेत्यादि--विरूदावलीविराज,----चक्र--नरनारायणेत्यादि----विराज
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_030/eSc_line_96917c14.png,वोधिसत्वलेआफ्नाअंशराषीगयाकोहो.तसर्थलोकलाईआनन्ददिनामामूललोकेश्वरैहुन्.भनिय,वोधिसत्वलेआफ्नाअंशराषीगयाकोहो.तसर्थ.लोकलाईआनन्ददिनामामूललोकेश्वरैहुन्.भनिय,0.0136986300349235,0.0136986300349235,गयाको|तसर्थ|आनन्द,गयाको|तसर्थ|आनन्द,जानु|तसर्थ|आनन्द,जानु|तसर्थ|आनन्द,3,3,0.2054794520547945,0.2027027027027027,0.0027767493520917,0,0,,,,,22-27|30-35|41-46,22-27|30-35|42-47,कलाई,कलाई,0.0547945205479452,0.054054054054054,वोधिसत्वलेआफ्नाअंशराषी--हो.--लो----दिनामामूललोकेश्वरैहुन्.भनिय,वोधिसत्वलेआफ्नाअंशराषी--हो.--.लो----दिनामामूललोकेश्वरैहुन्.भनिय
,data/oldNepali_fullset/oldNepali/images/17/eSc_line_bd8c365d.png,अतिलोभले.इन्द्रकाधनपाउनइछागरि.१२वर्षसम्मवाग्मतीकातीरमावसी.पंचाग्नितापस,अतिलोभले.इन्द्रकाधनपाउनइछागरि.१२वर्षसम्मवाग्मतीकातीरमावसी.पंचाग्नितापस,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,अतिलोभ|वाग्मती|तापस,अतिलोभ|वाग्मती|तापस,0.2428571428571428,0.2428571428571428,--ले.इन्द्रकाधनपाउनइछागरि.१२वर्षसम्म--कातीरमावसी.पंचाग्नि--,--ले.इन्द्रकाधनपाउनइछागरि.१२वर्षसम्म--कातीरमावसी.पंचाग्नि--
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_038/eSc_line_19909c0a.png,र्थजात्रागर्ननिमित्त.नेपालआईपुक्दा.क्रमैसिततीर्थस्नानगरी.श्रीस्वयंभूश्रीगुह्येश्वरीकादर्शनगरी,र्थजात्रागर्ननिमित्त.नेपालआईपुक्दा.क्रमैसिततीर्थस्नानगरी.श्रीस्वयंभूश्रीगुह्येश्वरीकादर्शनगरी,0.010638297535479,0.0,निमित्त|नेपाल|दर्शन,निमित्त|नेपाल|दर्शन,निमित्त|नेपाल|दर्शन,निमित्त|नेपाल|दर्शन,3,3,0.1827956989247312,0.1827956989247312,0.0,0,0,,,,,13-20|21-26|85-90,13-20|21-26|85-90,तीर्थस्नान|गुह्येश्वरी,तीर्थस्नान|गुह्येश्वरी,0.2258064516129032,0.2258064516129032,र्थजात्रागर्न--.--आईपुक्दा.क्रमैसित--गरी.श्रीस्वयंभूश्री--का--गरी,र्थजात्रागर्न--.--आईपुक्दा.क्रमैसित--गरी.श्रीस्वयंभूश्री--का--गरी
