page,image_path,ground_truth,prediction,cer,gt_words,pred_words,gt_lemmas,pred_lemmas,gt_word_count,pred_word_count,gt_coverage,pred_coverage,coverage_delta,lost_word_count,gained_word_count,lost_lemmas,gained_lemmas,lost_words,gained_words,dict_matches_gt,dict_matches_pred,dict_coverage_gt,dict_coverage_pred
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_028/eSc_line_50f4b93a.png,धन्यतेरापुरुषार्थजस्तोमैलेभन्या.तस्तैजंत्राकारले.वौद्धमन्दिरतयारगरीइहाआईस्.अवते,धन्यतेरापुरूषार्थजस्तोमैलेभन्या.तस्तैजंत्राकारले.वौद्धमन्दिरतयारगरीइहाआईस्.अवते,0.0126582281664013,तयार,तयार,तयार,तयार,1,1,0.050632911392405,0.050632911392405,0.0,0,0,,,,,पुरुषार्थ|मन्दिर,मन्दिर,0.189873417721519,0.0759493670886076
,data/oldNepali_fullset/oldNepali/images/DNA_0011_0647/eSc_line_fd7920f6.png,आगेमहाकालीपूर्वमेचीपश्चिमभरपाहाडजगाजगाकाईजारादारतहसील्‌दार,ओगमहाकालीपूर्वमेचीपश्तिमभयाहाउजगाजगाकाईजागदारतहसील्‌दार,0.1379310339689254,महाकाली|पश्चिम|पाहाड|जगाजगा|ईजारादार,महाकाली|जगाजगा,महाकाली|पश्चिम|पहाड|जगाजगा|इजारादार,महाकाली|जगाजगा,5,2,0.5517241379310345,0.2363636363636363,0.3153605015673981,3,0,इजारादार|पश्चिम|पहाड,,ईजारादार|पश्चिम|पाहाड,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_027/eSc_line_0ab73ae4.png,गुरूः,गुरूः,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_035/eSc_line_e3d02558.png,७वर्ष४२,७वर्ष४२,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/11/eSc_line_32a9a7e4.png,ज्यादापर्नालेसर्दारहरुगरीवभयातर.अरुप्रजाहरुमिहीनत्,ज्यादापर्नालेसर्दारहरुगरीवभयातर.अरुप्रजाहरुमिहीनत,0.0199999995529651,सर्दारहरु|गरीव|प्रजाहरु|मिहीनत्,सर्दारहरु|गरीव|प्रजाहरु,सर्दार|गरिब|प्रजा|मिहिनेत,सर्दार|गरिब|प्रजा,4,3,0.56,0.4285714285714285,0.1314285714285715,1,0,मिहिनेत,,मिहीनत्,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/E3345_00000322/eSc_line_acb6e2e3.png,ङ्गीकाजचल्‌दाभारादारकासाथरहिनगराचलाउनुभन्यामोहरगरिवक्स्यौंआ,ङ्गीकाजचल्‌दाभारादारकासाथरहिनगराचलाउनुभन्न्यामोहरगरिवक्स्यौंआ,0.0338983051478862,भारादार|नगरा|चलाउनु|मोहर,भारादार|नगरा|चलाउनु|मोहर,भारदार|नगरा|चलाउनु|मोहर,भारदार|नगरा|चलाउनु|मोहर,4,4,0.3559322033898305,0.3442622950819672,0.0116699083078632,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_0001_0367/eSc_line_b01dafff.png,हवचिनगय़ापछिउन्काअसवावलिलामहुदालिलाम्‌घर्मादेष्याथ्याँ.पैल्हे,हवनिनगय़ापछिउन्काअसवावलिलामहुदालिलाम्‌घर्मादेष्याथ्या.पैल्हे,0.0327868834137916,,,,,0,0,0.0,0.0,0.0,0,0,,,,,पछिउ|लिलाम,पछिउ|लिलाम,0.14754098360655737,0.15
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000413_result/eSc_line_eb43fad0.png,स्वस्तिश्रीमन्मेधावद्गुरूपशिक्षितनिर्मलसुमंत्रणकर्मचातुरीप्रवर्द्धितनिजक्षोणीना,स्वस्तिश्रीमन्मेकालड्धरूपशिक्षितनिर्मलसुमंत्रणकर्मचातुरीप्रवर्द्धितनिजक्षोरानि,0.101265825331211,,,,,0,0,0.0,0.0,0.0,0,0,,,,,स्वस्तिश्री|शिक्षित|निर्मल|चातुरी,स्वस्तिश्री|शिक्षित|निर्मल|चातुरी,0.379746835443038,0.38461538461538464
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_008/eSc_line_4432cdd7.png,पनि.आफ्नुचिन्ह.तिस् जग्गामा.केहीराषी.तिस् जग्गाकानाम.विक्रमशीलविहारभनिनामराषि.ता,पनि.आफ्नुचिह्र.तिस् जग्गामा.केहीराषी.तिस् जग्गाकानाम.विक्रमशीलविहारभनिनामराषि.ता,0.025000000372529,,,,,0,0,0.0,0.0,0.0,0,0,,,,,विक्रम|विहार,विक्रम|विहार,0.1375,0.1375
,data/oldNepali_fullset/oldNepali/images/14/eSc_line_6f88b683.png,रहन्यालोकहरूलाई.सुवृष्टिगराउनुपर्छभनि.यस् क्षेत्रमाजत्तिद्रव्यछ.तिसवैतम्रैषुसिभयोभनिवुझा,रहन्यालोकहरूलाई.सुव्ठिगराउनुपर्छभनि.यस् क्षेत्रमाजन्तिद्रव्यछ.तिसवैतम्‌सिभयोभनिठुझा,0.1022727265954017,रहन्या|गराउनु,रहन्या|गराउनु,रहनु|गराउनु,रहनु|गराउनु,2,2,0.1363636363636363,0.144578313253012,-0.0082146768893756,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000413_result/eSc_line_9005015c.png,श्रीदुर्गाजीसहाय\,श्रीदुर्गाजीसहाय\,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,सहाय,सहाय,0.23529411764705882,0.23529411764705882
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000201/eSc_line_d7e2ea8f.png,म्‌चरणारविन्दकाकुशलतालेहाम्रोप्रतिपालभैआयाकोछउप्रान्त,म्‌चरणारविन्दकाकुशलतालेहाम्रोप्रतिपालभैआयाकोछ.उप्रान्त,0.0188679248094558,कुशलता|प्रतिपाल|आयाको|उप्रान्त,कुशलता|प्रतिपाल|आयाको|उप्रान्त,कुशलता|प्रतिपाल|आउनु|उप्रान्त,कुशलता|प्रतिपाल|आउनु|उप्रान्त,4,4,0.5094339622641509,0.5,0.0094339622641509,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_024/eSc_line_23feb0d3.png,सायाकोहो.मपनिजलशयनवुढानीलकण्ठकाशरणमाजाउंभनिगै.विन्तिगर्दाभयार.श्रीभगवा,सायाकोहो.मपनिजलशयनवुढानीलकण्ठकाशरणमाजाउंभनिगै.विन्तिगर्दाभयार.श्रीभगवा,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,निजल|शयन|नीलकण्ठ|शरण|भगवा,निजल|शयन|नीलकण्ठ|शरण|भगवा,0.3,0.3
,data/oldNepali_fullset/oldNepali/images/13/eSc_line_95340597.png,नंचलप्स्यसि॥योगिनांतथ्यमेवेति.वचःकृत्वागृहंययौ॥ ६ ॥संमंत्रासहभूपोसौ.वुद्धिक्षेमेनमंत्रिणा॥अभिषेकं,नंचलप्यसि॥योगिनांतथ्यमेवेति.वचकृत्वागृहंययौ॥६ ॥संमंत्रासहभूमोसौ.वुद्धिक्षेमेनमंत्रिण॥अभिषेक,0.0721649453043937,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,अभिषेक,0.0,0.06593406593406594
,data/oldNepali_fullset/oldNepali/images/16/eSc_line_8e0e2f6f.png,पानि,पनि,0.25,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0333/eSc_line_ceb0d61c.png,घड्यारिस्मेत्विर्त्तागरिवक्स्याकोमोहरताम्वापत्रगरिवक्स्यौं.पाटनकाअंवलमध्येमनोहरा.म,घड्यारिस्मेत्‌विर्त्तागरिवक्स्याकोमोहरताम्वापत्रगरिवक्स्यौं.पाटनकाअंवलमध्येमनोहराम,0.0243902429938316,घड्यारि|वक्स्याको|मोहर|ताम्वापत्र|पाटन|अंवल,घड्यारि|वक्स्याको|मोहर|ताम्वापत्र|पाटन|अंवल,घडेरी|बक्सनु|मोहर|ताम्रपत्र|पाटन|अम्बल,घडेरी|बक्सनु|मोहर|ताम्रपत्र|पाटन|अम्बल,6,6,0.4634146341463415,0.4634146341463415,0.0,0,0,,,,,मनोहरा,मनोहरा,0.07317073170731707,0.07317073170731707
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_036/eSc_line_12f195fa.png,२ पालराजालाईजिती.नेपालमाराजाभया.राजाहरू,२ पालराजालाईजिती.नेपालमाराजाभया.राजाहरू,0.0,नेपाल|राजाहरू,नेपाल|राजाहरू,नेपाल|राजा,नेपाल|राजा,2,2,0.3076923076923077,0.3076923076923077,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_005/eSc_line_1ebe3bd9.png,छन् भनि.साछिलेवकाउदा.कामधेनुले.मुखवाटभन्याहोभनिदिया.पुछारवाटभन्या.होइन२भनिसंकेतवता,छन् भनिसाछिलेवकाउदा.कामधेनुले.पुखवाटभन्याहोमनिदिया.पुद्धारवाटभन्या.होईन २भनिसकेतवता,0.1097560971975326,होइन,होईन,हुनु,हुनु,1,1,0.048780487804878,0.0481927710843373,0.0005877167205406,1,1,,,होइन,होईन,कामधेनु|पुछार,कामधेनु,0.14634146341463414,0.08433734939759036
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0472/eSc_line_d74884fa.png,आगे १ लाईसम्वत्१८६३सालमितिकार्तिकशुदि१२रोज७कादिन २ कावाहुलिवाटचतुरमासाकापुरा,आगे १ लाईसम्वत्१८६३सालमितिकार्तिकशुदि१२रोज७कादिन २ कावाहुलिवाटचतरमासाकापरा,0.0263157896697521,सम्वत्|कार्तिक,सम्वत्|कार्तिक,संवत्|कार्त्तिक,संवत्|कार्त्तिक,2,2,0.1710526315789473,0.1756756756756756,-0.0046230440967283,0,0,,,,,चतुर,,0.05263157894736842,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000293_result/eSc_line_8400d72d.png,की।,की।,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000552/eSc_line_4e382d90.png,माकस्तोठहर्छभनिरुक्काकोमसौदापठाइवक्सनुभयाकोचाहिंमाभन्यादोहरोउर्दीदि,माकस्तोठहछभनिरुक्काकोमसौदापठाइवक्सनुभयाकोचाहिंमाभन्यादोहरोउर्दीदि,0.0298507455736398,ठहर्छ|पठाइ|वक्सनु|भयाको|दोहरो,पठाइ|वक्सनु|भयाको|दोहरो,ठहर्नु|पठाउनु|बक्सनु|हुनु|दोहोरो,पठाउनु|बक्सनु|हुनु|दोहोरो,5,4,0.373134328358209,0.3076923076923077,0.0654420206659012,1,0,ठहर्नु,,ठहर्छ,,मसौदा,मसौदा,0.07462686567164178,0.07692307692307693
,data/oldNepali_fullset/oldNepali/images/DNA_0014_0296/eSc_line_743871e2.png,स्वस्तिश्रीगिरिराजचक्रचुडामणिनरनारायणेत्यादिविविधविरुदाव,स्वस्तिश्रीगिरिराजचवडाडारनारायणेत्यादिविविधावरुदाव,0.1964285671710968,,,,,0,0,0.0,0.0,0.0,0,0,,,,,स्वस्तिश्री|गिरिराज|विविध,स्वस्तिश्री|गिरिराज,0.4107142857142857,0.36
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000051_result/eSc_line_ee2258c3.png,मिदम्.ईतनिकतांहांचरणछेमकुसलभय़ाहाम्रोउद्धारप्रतिपा,मिदम्.ईतनिकतांहांचरणछेमकुसलभय़ाहाम्रोउद्धारप्रतिपा,0.0,चरण|छेमकुसल|उद्धार,चरण|छेमकुसल|उद्धार,चरण|क्षेमकुशल|उद्धार,चरण|क्षेमकुशल|उद्धार,3,3,0.32,0.32,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000264_result/eSc_line_60bb77d4.png,अर्जि,अर्जि,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000293_result/eSc_line_9743e022.png,स्वस्तिश्रीगिरिराजचक्रचूडामणिनरनारायणेत्यादिविविधविरूदावलीविराज,स्वस्तिश्रीगिरिराजचक्रचूडामणिनरनारायणेत्यादिविविधविरुदावलीविराज,0.0158730167895555,,,,,0,0,0.0,0.0,0.0,0,0,,,,,स्वस्तिश्री|गिरिराज|चूडामणि|विविध,स्वस्तिश्री|गिरिराज|चूडामणि|विविध|विरुदावली,0.47619047619047616,0.6190476190476191
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_030/eSc_line_96917c14.png,वोधिसत्वलेआफ्नाअंशराषीगयाकोहो.तसर्थलोकलाईआनन्ददिनामामूललोकेश्वरैहुन्.भनिय,वोधिसत्वलेआफ्नाअंशराषीगयाकोहो.तसर्थ.लोकलाईआनन्ददिनामामूललोकेश्वरैहुन्.भनिय,0.0136986300349235,गयाको|तसर्थ|आनन्द,गयाको|तसर्थ|आनन्द,जानु|तसर्थ|आनन्द,जानु|तसर्थ|आनन्द,3,3,0.2054794520547945,0.2027027027027027,0.0027767493520917,0,0,,,,,कलाई,कलाई,0.0547945205479452,0.05405405405405406
,data/oldNepali_fullset/oldNepali/images/17/eSc_line_bd8c365d.png,अतिलोभले.इन्द्रकाधनपाउनइछागरि.१२वर्षसम्मवाग्मतीकातीरमावसी.पंचाग्नितापस,अतिलोभले.इन्द्रकाधनपाउनइछागरि.१२वर्षसम्मवाग्मतीकातीरमावसी.पंचाग्नितापस,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,अतिलोभ|वाग्मती|तापस,अतिलोभ|वाग्मती|तापस,0.24285714285714285,0.24285714285714285
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_038/eSc_line_19909c0a.png,र्थजात्रागर्ननिमित्त.नेपालआईपुक्‌दा.क्रमैसिततीर्थस्नानगरी.श्रीस्वयंभूश्रीगुह्येश्वरीकादर्शनगरी,र्थजात्रागर्ननिमित्त.नेपालआईपुक्दा.क्रमैसिततीर्थस्नानगरी.श्रीस्वयंभूश्रीगुह्येश्वरीकादर्शनगरी,0.010638297535479,निमित्त|नेपाल|दर्शन,निमित्त|नेपाल|दर्शन,निमित्त|नेपाल|दर्शन,निमित्त|नेपाल|दर्शन,3,3,0.1808510638297872,0.1827956989247312,-0.0019446350949439,0,0,,,,,तीर्थस्नान|गुह्येश्वरी,तीर्थस्नान|गुह्येश्वरी,0.22340425531914893,0.22580645161290322
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000126_result/eSc_line_e9090325.png,सव्‌वडाधूमधाम्‌सगमटकलप्‌साहेवलाईदिन्याकामगर्‍या.गोघाराकोत,सव्‌वडाधूमधाम्‌सगमटकलप्‌साहेवलाईदिन्याकामगर्‍या.गोघाराकोत,0.0,साहेव,साहेव,साहेब,साहेब,1,1,0.087719298245614,0.087719298245614,0.0,0,0,,,,,मटक,मटक,0.05263157894736842,0.05263157894736842
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_003/eSc_line_f7956e6f.png,माथीपुगीताहावसी.आफुसंगआयाकालोकहरूकन.ज्योतीरूपस्वयंभूर.गुह्येश्वरीकामाहात्म्यवताई,माथीपुगीताहावसी.आफुसंगआयाकालोकहरूकन.ज्योतीरूपस्वयंभूर.गुह्येश्वरीकामाहात्म्यवताई,0.0,आयाका,आयाका,आउनु,आउनु,1,1,0.0625,0.0625,0.0,0,0,,,,,गुह्येश्वरी|माहात्म्य,गुह्येश्वरी|माहात्म्य,0.25,0.25
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_001/eSc_line_6f0e4920.png,औ.चैत्यविंवस्थापनागर्न्यालेभया.औ.श्रद्धाहुन्यालेभयाअहोरात्रव्रतगर्छं,औ.चैत्यविंवश्थाघनागर्न्यालेभया.अौ.अद्धादन्त्यःकेभया अद्रोराजंनगर्छ,0.3529411852359772,,,,,0,0,0.0,0.0,0.0,0,0,,,,,स्थापना|अहोरात्र,,0.22058823529411764,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000671/eSc_line_20c47079.png,हेछ:ईन्‌लाईक्याजवापदिन्याहोजोआग्यासोसहि.:ईक्याडवल,हेछ:ईन्‌लाईक्याजवापदिन्याहोजोआग्गासोसहि.ईक्माउवल,0.0816326513886451,,,,,0,0,0.0,0.0,0.0,0,0,,,,,डवल,,0.061224489795918366,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000551/eSc_line_5118c56d.png,गर्नुभन्यादोहराडाँकुकालिन्‌दिन्‌कावेव़राकारुक्काकोकुराअघितँलाइपनीलेषिग,गर्नुभन्न्यादोहराडाँकुकालिन्‌दिन्‌कावेव़राकारुक्काकोकुराअघितैलाइपनीलेषिग्‌,0.0714285746216774,,,,,0,0,0.0,0.0,0.0,0,0,,,,,दोहरा,दोहरा,0.07142857142857142,0.06756756756756757
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_026/eSc_line_08c362a9.png,पाई.रात्रीकाविषये.धेरैकपराफिजि.नित्यनित्य.निचोरिपानीलीईठूपारि१२वर्षलाईकन.तेहीवौद्धमं,पाई.रात्रीकाविषये.धेरैकपराफिजि.नित्यनित्य.निचोरिपानीलीइट्टपारि१२वर्षलाईकन.तेहीवौद्धम,0.0595238097012043,कपरा,कपरा,कपड़ा,कपड़ा,1,1,0.0476190476190476,0.0476190476190476,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_009/eSc_line_89b91ca0.png,मा.सार्थवाहसुतीरहदा.उस्काघरजाई.वत्तीवालीराष्याकावत्तीमापसी.आर्यावलोकितेश्वरले.आफ्नासरूपदेषाई.आज्ञाग,मा.सार्थवाहसुतीरहदा.उस्काघरजाई.वत्तीवानीराष्याकावत्तीमापसी.आर्यावलोकितेश्वरले.आफ्नासरूपदेषाईआज्ञाग,0.0202020201832056,रहदा|राष्याका|देषाई,रहदा|राष्याका|देषाई,रहनु|राख्नु|देखाउनु,रहनु|राख्नु|देखाउनु,3,3,0.1717171717171717,0.173469387755102,-0.0017522160379303,0,0,,,,,सार्थवाह|रजाई|सरूप,सार्थवाह|रजाई|सरूप,0.16161616161616163,0.16326530612244897
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000161_result/eSc_line_1d88292a.png,श्री५सर्कार,श्री५सर्कार,0.0,सर्कार,सर्कार,सर्कार,सर्कार,1,1,0.5454545454545454,0.5454545454545454,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/12/eSc_line_02e3ca78.png,पालामा.टेपुर.फराँसीस्‌अंगरेजहरुलेजित्याइनैकापाला,पालामा.टेपुर.फरासीस्‌अंगरेजहरुलेजित्याइनैकापाला,0.020833333954215,अंगरेज,अंगरेज,अङ्ग्रेज,अङ्ग्रेज,1,1,0.125,0.1276595744680851,-0.002659574468085,0,0,,,,,,फरासी,0.0,0.10638297872340426
,data/oldNepali_fullset/oldNepali_100/images/DNA 3_00000158/eSc_line_d00325b1.png,सेबहोतपर्वर्शकाउम्मैदवारहै।जोकारखिजममेरे,सेबहोतपर्वर्शकाउम्मैदवारहै।जोकारखिजममेरे,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_0014_0135/eSc_line_307933c8.png,जेन्द्रविक्रमसाहवहादुरसमसेरजङ्गदेवानांसदासमरविजयिनाम्‌,जेत्रविक्रमसाहवहादुसमसेरजङ्गदेवानांसदासमरविजषिनाम्,0.1111111119389534,साहव,साहव,साहेब,साहेब,1,1,0.074074074074074,0.08,-0.0059259259259259,0,0,,,,,विक्रम|रसम|समर,विक्रम|समसेर|समर,0.2222222222222222,0.28
,data/oldNepali_fullset/oldNepali/images/DNA_0001_0167/eSc_line_fa6f2d19.png,श्रीदुर्गाज्यू,श्रीदुर्गाज्यू,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_027/eSc_line_cb87e97e.png,२७,२७,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000551/eSc_line_0b4d3e88.png,हिसुदि३रोज३कादिंन‌आइपुग्योहरफ्‌हरफ्‌पढिअर्थविस्तारसिरचर्‍हाञाउप्रान्तःहा,हिसुदि३रोज३कादिनआइपुग्योहरफहरफ्‌पढिअथविस्तारसिरचह्राञाउप्रान्त:हा,0.1388888955116272,विस्तार,हरफ|विस्तार|उप्रान्त,बिस्तार,हरफ|बिस्तार|उप्रान्त,1,3,0.0972222222222222,0.2769230769230769,-0.1797008547008547,0,2,,उप्रान्त|हरफ,,उप्रान्त|हरफ,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000490/eSc_line_bec390ea.png,उप्रान्त,उप्रान्त,0.0,उप्रान्त,उप्रान्त,उप्रान्त,उप्रान्त,1,1,1.0,1.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000394_result/eSc_line_8c3a1483.png,वुरुग्‌साहेवलेसपुर्दगर्‍याभन्न्यासुनिय़ोथ्यो.सोअषवारलेप,वुरुग्‌साहेवलेसपुर्दगर्‍याभन्न्यासुनियोथ्यो.सोअषवारलेप,0.0181818176060915,साहेव|सपुर्द|अषवार,साहेव|सपुर्द|अषवार,साहेब|सपुर्द|अखबार,साहेब|सपुर्द|अखबार,3,3,0.2909090909090909,0.2962962962962963,-0.0053872053872053,0,0,,,,,,,0.0,0.0
